"","locations.impact","locations.control","sublocations.within.locations","times.before","times.after","subtimes.within.times","replicates","trials","effect","sig.outcomes"
"1",1,2,1,3,1,1,20,1,-0.2,0.22
"2",1,2,2,3,1,1,20,1,-0.2,0.09
"3",1,2,3,3,1,1,20,1,-0.2,0.09
"4",1,2,1,3,2,1,20,1,-0.2,0.12
"5",1,2,2,3,2,1,20,1,-0.2,0.09
"6",1,2,3,3,2,1,20,1,-0.2,0.08
"7",1,2,1,3,3,1,20,1,-0.2,0.18
"8",1,2,2,3,3,1,20,1,-0.2,0.12
"9",1,2,3,3,3,1,20,1,-0.2,0.07
"10",1,2,1,3,1,1,20,1,-0.4,0.22
"11",1,2,2,3,1,1,20,1,-0.4,0.11
"12",1,2,3,3,1,1,20,1,-0.4,0.18
"13",1,2,1,3,2,1,20,1,-0.4,0.22
"14",1,2,2,3,2,1,20,1,-0.4,0.11
"15",1,2,3,3,2,1,20,1,-0.4,0.07
"16",1,2,1,3,3,1,20,1,-0.4,0.14
"17",1,2,2,3,3,1,20,1,-0.4,0.15
"18",1,2,3,3,3,1,20,1,-0.4,0.13
"19",1,2,1,3,1,1,20,1,-0.6,0.29
"20",1,2,2,3,1,1,20,1,-0.6,0.13
"21",1,2,3,3,1,1,20,1,-0.6,0.17
"22",1,2,1,3,2,1,20,1,-0.6,0.25
"23",1,2,2,3,2,1,20,1,-0.6,0.1
"24",1,2,3,3,2,1,20,1,-0.6,0.24
"25",1,2,1,3,3,1,20,1,-0.6,0.24
"26",1,2,2,3,3,1,20,1,-0.6,0.17
"27",1,2,3,3,3,1,20,1,-0.6,0.17
"28",1,2,1,3,1,1,20,1,-0.8,0.18
"29",1,2,2,3,1,1,20,1,-0.8,0.21
"30",1,2,3,3,1,1,20,1,-0.8,0.19
"31",1,2,1,3,2,1,20,1,-0.8,0.24
"32",1,2,2,3,2,1,20,1,-0.8,0.2
"33",1,2,3,3,2,1,20,1,-0.8,0.34
"34",1,2,1,3,3,1,20,1,-0.8,0.22
"35",1,2,2,3,3,1,20,1,-0.8,0.28
"36",1,2,3,3,3,1,20,1,-0.8,0.36
