Time on GPS,Time on GPS Adjusted to remove rounding error,Time correction for Layback,Corrected time,Rounded to nearest second,Transect,Long,Lat,Matched_image_name,Date-time,Speed,Unknown2,Date,NA,Unknown3,Unknown4,Date,,
15:46:47,15:46:48,0:00:33,15:47:21,15:47:21,NPZT7,115.3813383,33.56325667,L1120_NPZT7_15_40_26_0085,5/19/2020 15:46,0.73,-3.1,M,-30.8,NA,*7F,M,3420,
15:46:53,15:46:53,0:00:33,15:47:26,15:47:26,NPZT7,115.381365,33.56329167,L1120_NPZT7_15_40_26_0086,5/19/2020 15:46,0.73,-3.3,M,-30.8,NA,*7F,M,3425,
15:46:58,15:46:58,0:00:33,15:47:31,15:47:31,NPZT7,115.3813933,33.56332667,L1120_NPZT7_15_40_26_0087,5/19/2020 15:46,0.73,-3.5,M,-30.8,NA,*74,M,3430,
15:47:03,15:47:03,0:00:33,15:47:36,15:47:36,NPZT7,115.3814133,33.56335167,L1120_NPZT7_15_40_26_0088,5/19/2020 15:47,0.73,-3.6,M,-30.8,NA,*7B,M,3435,
15:47:07,15:47:08,0:00:33,15:47:41,15:47:41,NPZT7,115.38144,33.56337667,L1120_NPZT7_15_40_26_0089,5/19/2020 15:47,0.73,-3.7,M,-30.8,NA,*7D,M,3440,
15:47:13,15:47:13,0:00:33,15:47:46,15:47:46,NPZT7,115.3814683,33.56340833,L1120_NPZT7_15_40_26_0090,5/19/2020 15:47,0.73,-3.8,M,-30.8,NA,*75,M,3445,
15:47:17,15:47:18,0:00:33,15:47:51,15:47:51,NPZT7,115.38149,33.563435,L1120_NPZT7_15_40_26_0091,5/19/2020 15:47,0.73,-3.8,M,-30.8,NA,*7A,M,3450,
15:47:23,15:47:23,0:00:33,15:47:56,15:47:56,NPZT7,115.3815067,33.56346667,L1120_NPZT7_15_40_26_0092,5/19/2020 15:47,0.73,-3.9,M,-30.8,NA,*70,M,3455,
15:47:28,15:47:28,0:00:33,15:48:01,15:48:01,NPZT7,115.381535,33.56350667,L1120_NPZT7_15_40_26_0093,5/19/2020 15:47,0.73,-4,M,-30.8,NA,*79,M,3460,
15:47:33,15:47:33,0:00:33,15:48:06,15:48:06,NPZT7,115.3815633,33.56353833,L1120_NPZT7_15_40_26_0094,5/19/2020 15:47,0.73,-4.1,M,-30.8,NA,*7B,M,3465,
15:47:38,15:47:38,0:00:33,15:48:11,15:48:11,NPZT7,115.3815833,33.563565,L1120_NPZT7_15_40_26_0095,5/19/2020 15:47,0.73,-4.3,M,-30.8,NA,*71,M,3470,
15:47:42,15:47:43,0:00:33,15:48:16,15:48:16,NPZT7,115.381615,33.563595,L1120_NPZT7_15_40_26_0096,5/19/2020 15:47,0.73,-4.4,M,-30.8,NA,*78,M,3475,
15:47:47,15:47:48,0:00:33,15:48:21,15:48:21,NPZT7,115.381635,33.56362333,L1120_NPZT7_15_40_26_0097,5/19/2020 15:47,0.73,-4.5,M,-30.8,NA,*73,M,3480,
15:47:53,15:47:53,0:00:33,15:48:26,15:48:26,NPZT7,115.3816517,33.56365333,L1120_NPZT7_15_40_26_0098,5/19/2020 15:47,0.73,-4.7,M,-30.8,NA,*72,M,3485,
15:47:58,15:47:58,0:00:33,15:48:31,15:48:31,NPZT7,115.3816683,33.56368,L1120_NPZT7_15_40_26_0099,5/19/2020 15:47,0.73,-4.9,M,-30.8,NA,*70,M,3490,
15:48:03,15:48:03,0:00:33,15:48:36,15:48:36,NPZT7,115.3816933,33.56370167,L1120_NPZT7_15_40_26_0100,5/19/2020 15:48,0.73,-4.9,M,-30.8,NA,*71,M,3495,
15:48:07,15:48:08,0:00:33,15:48:41,15:48:41,NPZT7,115.38172,33.563725,L1120_NPZT7_15_40_26_0101,5/19/2020 15:48,0.73,-4.8,M,-30.8,NA,*7E,M,3500,
15:48:12,15:48:13,0:00:33,15:48:46,15:48:46,NPZT7,115.3817533,33.563755,L1120_NPZT7_15_40_26_0102,5/19/2020 15:48,0.7,-5,M,-30.8,NA,*74,M,3505,
15:48:18,15:48:18,0:00:33,15:48:51,15:48:51,NPZT7,115.38179,33.56378333,L1120_NPZT7_15_40_26_0103,5/19/2020 15:48,0.7,-5.3,M,-30.8,NA,*7F,M,3510,
15:48:23,15:48:23,0:00:33,15:48:56,15:48:56,NPZT7,115.381825,33.56380667,L1120_NPZT7_15_40_26_0104,5/19/2020 15:48,0.7,-5.3,M,-30.8,NA,*77,M,3515,
15:48:28,15:48:28,0:00:33,15:49:01,15:49:01,NPZT7,115.3818583,33.56383167,L1120_NPZT7_15_40_26_0105,5/19/2020 15:48,0.7,-5,M,-30.8,NA,*7C,M,3520,
15:48:32,15:48:33,0:00:33,15:49:06,15:49:06,NPZT7,115.3818967,33.56385667,L1120_NPZT7_15_40_26_0106,5/19/2020 15:48,0.7,-5,M,-30.8,NA,*79,M,3525,
15:48:37,15:48:38,0:00:33,15:49:11,15:49:11,NPZT7,115.3819433,33.56388333,L1120_NPZT7_15_40_26_0107,5/19/2020 15:48,0.7,-5.2,M,-30.8,NA,*7B,M,3530,
15:48:43,15:48:43,0:00:33,15:49:16,15:49:16,NPZT7,115.38198,33.56390333,L1120_NPZT7_15_40_26_0108,5/19/2020 15:48,0.7,-5.3,M,-30.8,NA,*73,M,3535,
15:48:47,15:48:48,0:00:33,15:49:21,15:49:21,NPZT7,115.3820167,33.56392333,L1120_NPZT7_15_40_26_0109,5/19/2020 15:48,0.73,-5.4,M,-30.8,NA,*7E,M,3540,
15:48:53,15:48:53,0:00:33,15:49:26,15:49:26,NPZT7,115.3820517,33.56394833,L1120_NPZT7_15_40_26_0110,5/19/2020 15:48,0.73,-5.5,M,-30.8,NA,*78,M,3545,
15:48:58,15:48:58,0:00:33,15:49:31,15:49:31,NPZT7,115.3820833,33.56397167,L1120_NPZT7_15_40_26_0111,5/19/2020 15:48,0.73,-5.6,M,-30.8,NA,*75,M,3550,
15:49:03,15:49:03,0:00:33,15:49:36,15:49:36,NPZT7,115.38211,33.56399,L1120_NPZT7_15_40_26_0112,5/19/2020 15:49,0.73,-5.7,M,-30.8,NA,*7B,M,3555,
15:49:07,15:49:08,0:00:33,15:49:41,15:49:41,NPZT7,115.382135,33.56401333,L1120_NPZT7_15_40_26_0113,5/19/2020 15:49,0.73,-5.8,M,-30.8,NA,*72,M,3560,
15:59:00,15:59:00,0:00:37,15:59:37,15:59:37,NPZT8,115.38889,33.565825,L1120_NPZT8_15_58_07_0020,5/19/2020 15:59,0.68,-3.9,M,-30.8,NA,*76,M,4152,
15:59:05,15:59:05,0:00:37,15:59:42,15:59:42,NPZT8,115.3889433,33.56584333,L1120_NPZT8_15_58_07_0021,5/19/2020 15:59,0.68,-4,M,-30.8,NA,*73,M,4157,
15:59:10,15:59:10,0:00:37,15:59:47,15:59:47,NPZT8,115.38901,33.56585,L1120_NPZT8_15_58_07_0022,5/19/2020 15:59,0.68,-3.9,M,-30.8,NA,*78,M,4162,
15:59:15,15:59:15,0:00:37,15:59:52,15:59:52,NPZT8,115.3890733,33.56584667,L1120_NPZT8_15_58_07_0023,5/19/2020 15:59,0.65,-3.9,M,-30.8,NA,*7E,M,4167,
15:59:20,15:59:20,0:00:37,15:59:57,15:59:57,NPZT8,115.3891433,33.565835,L1120_NPZT8_15_58_07_0024,5/19/2020 15:59,0.65,-4.1,M,-30.8,NA,*70,M,4172,
15:59:25,15:59:25,0:00:37,16:00:02,16:00:02,NPZT8,115.389205,33.56581,L1120_NPZT8_15_58_07_0025,5/19/2020 15:59,0.65,-4.1,M,-30.8,NA,*77,M,4177,
15:59:30,15:59:30,0:00:37,16:00:07,16:00:07,NPZT8,115.38927,33.56579,L1120_NPZT8_15_58_07_0026,5/19/2020 15:59,0.65,-4.1,M,-30.8,NA,*7B,M,4182,
15:59:35,15:59:35,0:00:37,16:00:12,16:00:12,NPZT8,115.389325,33.56576333,L1120_NPZT8_15_58_07_0027,5/19/2020 15:59,0.65,-4.5,M,-30.8,NA,*7E,M,4187,
15:59:40,15:59:40,0:00:37,16:00:17,16:00:17,NPZT8,115.38939,33.56573,L1120_NPZT8_15_58_07_0028,5/19/2020 15:59,0.68,-4.5,M,-30.8,NA,*78,M,4192,
15:59:45,15:59:45,0:00:37,16:00:22,16:00:22,NPZT8,115.389445,33.5657,L1120_NPZT8_15_58_07_0029,5/19/2020 15:59,0.65,-4.6,M,-30.8,NA,*7D,M,4197,
15:59:50,15:59:50,0:00:37,16:00:27,16:00:27,NPZT8,115.3894967,33.56567667,L1120_NPZT8_15_58_07_0030,5/19/2020 15:59,0.65,-4.6,M,-30.8,NA,*79,M,4202,
15:59:55,15:59:55,0:00:37,16:00:32,16:00:32,NPZT8,115.38955,33.56565,L1120_NPZT8_15_58_07_0031,5/19/2020 15:59,0.68,-4.6,M,-30.8,NA,*7B,M,4207,
16:00:00,16:00:00,0:00:37,16:00:37,16:00:37,NPZT8,115.38962,33.56562833,L1120_NPZT8_15_58_07_0032,5/19/2020 16:00,0.68,-4.9,M,-30.8,NA,*7D,M,4212,
16:00:05,16:00:05,0:00:37,16:00:42,16:00:42,NPZT8,115.3896883,33.56561167,L1120_NPZT8_15_58_07_0033,5/19/2020 16:00,0.65,-5.8,M,-30.8,NA,*7D,M,4217,
16:00:10,16:00:10,0:00:37,16:00:47,16:00:47,NPZT8,115.3897517,33.56559667,L1120_NPZT8_15_58_07_0034,5/19/2020 16:00,0.65,-6.1,M,-30.8,NA,*7C,M,4222,
16:00:15,16:00:15,0:00:37,16:00:52,16:00:52,NPZT8,115.38981,33.56558667,L1120_NPZT8_15_58_07_0035,5/19/2020 16:00,0.68,-6,M,-30.8,NA,*74,M,4227,
16:00:20,16:00:20,0:00:37,16:00:57,16:00:57,NPZT8,115.389865,33.56559,L1120_NPZT8_15_58_07_0036,5/19/2020 16:00,0.65,-5.6,M,-30.8,NA,*78,M,4232,
16:00:25,16:00:25,0:00:37,16:01:02,16:01:02,NPZT8,115.389905,33.56558667,L1120_NPZT8_15_58_07_0037,5/19/2020 16:00,0.65,-4.8,M,-30.8,NA,*79,M,4237,
16:00:30,16:00:30,0:00:37,16:01:07,16:01:07,NPZT8,115.3899467,33.56558333,L1120_NPZT8_15_58_07_0038,5/19/2020 16:00,0.65,-4.4,M,-30.8,NA,*7A,M,4242,
16:00:35,16:00:35,0:00:37,16:01:12,16:01:12,NPZT8,115.3899917,33.56558667,L1120_NPZT8_15_58_07_0039,5/19/2020 16:00,0.65,-4.1,M,-30.8,NA,*78,M,4247,
16:00:40,16:00:40,0:00:37,16:01:17,16:01:17,NPZT8,115.3900267,33.56558167,L1120_NPZT8_15_58_07_0040,5/19/2020 16:00,0.68,-4.4,M,-30.8,NA,*7A,M,4252,
16:00:45,16:00:45,0:00:37,16:01:22,16:01:22,NPZT8,115.3900717,33.56557333,L1120_NPZT8_15_58_07_0041,5/19/2020 16:00,0.65,-4.3,M,-30.8,NA,*79,M,4257,
16:00:50,16:00:50,0:00:37,16:01:27,16:01:27,NPZT8,115.3901,33.56556667,L1120_NPZT8_15_58_07_0042,5/19/2020 16:00,0.65,-3.5,M,-30.8,NA,*7D,M,4262,
16:00:55,16:00:55,0:00:37,16:01:32,16:01:32,NPZT8,115.3901283,33.56557333,L1120_NPZT8_15_58_07_0043,5/19/2020 16:00,0.65,-3,M,-30.8,NA,*7D,M,4267,
16:01:00,16:01:00,0:00:37,16:01:37,16:01:37,NPZT8,115.3901483,33.56557167,L1120_NPZT8_15_58_07_0044,5/19/2020 16:01,0.68,-2.5,M,-30.8,NA,*77,M,4272,
16:01:05,16:01:05,0:00:37,16:01:42,16:01:42,NPZT8,115.390165,33.56557333,L1120_NPZT8_15_58_07_0045,5/19/2020 16:01,0.65,-2.1,M,-30.8,NA,*7C,M,4277,
16:01:10,16:01:10,0:00:37,16:01:47,16:01:47,NPZT8,115.390195,33.56557333,L1120_NPZT8_15_58_07_0046,5/19/2020 16:01,0.65,-1.9,M,-30.8,NA,*73,M,4282,
16:01:15,16:01:15,0:00:37,16:01:52,16:01:52,NPZT8,115.3902117,33.56556833,L1120_NPZT8_15_58_07_0047,5/19/2020 16:01,0.65,-1.3,M,-30.8,NA,*78,M,4287,
16:01:20,16:01:20,0:00:37,16:01:57,16:01:57,NPZT8,115.39024,33.56557833,L1120_NPZT8_15_58_07_0048,5/19/2020 16:01,0.68,-1.2,M,-30.8,NA,*72,M,4292,
16:01:25,16:01:25,0:00:37,16:02:02,16:02:02,NPZT8,115.39027,33.56560167,L1120_NPZT8_15_58_07_0049,5/19/2020 16:01,0.68,-1.1,M,-30.8,NA,*76,M,4297,
16:01:30,16:01:30,0:00:37,16:02:07,16:02:07,NPZT8,115.39031,33.56562833,L1120_NPZT8_15_58_07_0050,5/19/2020 16:01,0.65,-1.4,M,-30.8,NA,*74,M,4302,
16:01:35,16:01:35,0:00:37,16:02:12,16:02:12,NPZT8,115.39035,33.56565,L1120_NPZT8_15_58_07_0051,5/19/2020 16:01,0.65,-1.5,M,-30.8,NA,*77,M,4307,
16:01:40,16:01:40,0:00:37,16:02:17,16:02:17,NPZT8,115.3903933,33.565675,L1120_NPZT8_15_58_07_0052,5/19/2020 16:01,0.68,-1.4,M,-30.8,NA,*71,M,4312,
16:01:45,16:01:45,0:00:37,16:02:22,16:02:22,NPZT8,115.3904417,33.56569333,L1120_NPZT8_15_58_07_0053,5/19/2020 16:01,0.65,-1.2,M,-30.8,NA,*7A,M,4317,
16:01:50,16:01:50,0:00:37,16:02:27,16:02:27,NPZT8,115.3904883,33.56570833,L1120_NPZT8_15_58_07_0054,5/19/2020 16:01,0.65,-1.1,M,-30.8,NA,*70,M,4322,
16:01:55,16:01:55,0:00:37,16:02:32,16:02:32,NPZT8,115.39054,33.565725,L1120_NPZT8_15_58_07_0055,5/19/2020 16:01,0.68,-1,M,-30.8,NA,*74,M,4327,
16:02:00,16:02:00,0:00:37,16:02:37,16:02:37,NPZT8,115.390595,33.56573167,L1120_NPZT8_15_58_07_0056,5/19/2020 16:02,0.68,-0.8,M,-30.8,NA,*73,M,4332,
16:02:05,16:02:05,0:00:37,16:02:42,16:02:42,NPZT8,115.390655,33.56573333,L1120_NPZT8_15_58_07_0057,5/19/2020 16:02,0.68,-0.8,M,-30.8,NA,*72,M,4337,
16:02:10,16:02:10,0:00:37,16:02:47,16:02:47,NPZT8,115.390715,33.56572667,L1120_NPZT8_15_58_07_0058,5/19/2020 16:02,0.68,-1,M,-30.8,NA,*7D,M,4342,
16:02:15,16:02:15,0:00:37,16:02:52,16:02:52,NPZT8,115.390775,33.56570667,L1120_NPZT8_15_58_07_0059,5/19/2020 16:02,0.68,-1,M,-30.8,NA,*71,M,4347,
16:02:20,16:02:20,0:00:37,16:02:57,16:02:57,NPZT8,115.3908417,33.565695,L1120_NPZT8_15_58_07_0060,5/19/2020 16:02,0.68,-1.1,M,-30.8,NA,*71,M,4352,
16:02:25,16:02:25,0:00:37,16:03:02,16:03:02,NPZT8,115.390895,33.56568833,L1120_NPZT8_15_58_07_0061,5/19/2020 16:02,0.65,-1.2,M,-30.8,NA,*7E,M,4357,
16:02:30,16:02:30,0:00:37,16:03:07,16:03:07,NPZT8,115.3909517,33.56568167,L1120_NPZT8_15_58_07_0062,5/19/2020 16:02,0.65,-1,M,-30.8,NA,*71,M,4362,
16:02:35,16:02:35,0:00:37,16:03:12,16:03:12,NPZT8,115.3910233,33.56568667,L1120_NPZT8_15_58_07_0063,5/19/2020 16:02,0.65,-1.2,M,-30.8,NA,*7E,M,4367,
16:02:40,16:02:40,0:00:37,16:03:17,16:03:17,NPZT8,115.3910783,33.56568167,L1120_NPZT8_15_58_07_0064,5/19/2020 16:02,0.65,-1.5,M,-30.8,NA,*73,M,4372,
16:02:45,16:02:45,0:00:37,16:03:22,16:03:22,NPZT8,115.39114,33.565685,L1120_NPZT8_15_58_07_0065,5/19/2020 16:02,0.68,-1.7,M,-30.8,NA,*7E,M,4377,
16:02:50,16:02:50,0:00:37,16:03:27,16:03:27,NPZT8,115.3912067,33.56569,L1120_NPZT8_15_58_07_0066,5/19/2020 16:02,0.63,-1.7,M,-30.8,NA,*78,M,4382,
16:02:55,16:02:55,0:00:37,16:03:32,16:03:32,NPZT8,115.3912583,33.56569667,L1120_NPZT8_15_58_07_0067,5/19/2020 16:02,0.63,-1.8,M,-30.8,NA,*7A,M,4387,
16:03:00,16:03:00,0:00:37,16:03:37,16:03:37,NPZT8,115.3913133,33.56569667,L1120_NPZT8_15_58_07_0068,5/19/2020 16:03,0.63,-1.5,M,-30.8,NA,*71,M,4392,
16:03:05,16:03:05,0:00:37,16:03:42,16:03:42,NPZT8,115.39137,33.565705,L1120_NPZT8_15_58_07_0069,5/19/2020 16:03,0.63,-1.5,M,-30.8,NA,*71,M,4397,
16:03:10,16:03:10,0:00:37,16:03:47,16:03:47,NPZT8,115.3914267,33.56571667,L1120_NPZT8_15_58_07_0070,5/19/2020 16:03,0.63,-1.3,M,-30.8,NA,*75,M,4402,
16:03:15,16:03:15,0:00:37,16:03:52,16:03:52,NPZT8,115.39147,33.56572667,L1120_NPZT8_15_58_07_0071,5/19/2020 16:03,0.63,-1.2,M,-30.8,NA,*7C,M,4407,
16:03:20,16:03:20,0:00:37,16:03:57,16:03:57,NPZT8,115.3915217,33.56573833,L1120_NPZT8_15_58_07_0072,5/19/2020 16:03,0.63,-0.9,M,-30.8,NA,*7B,M,4412,
16:03:25,16:03:25,0:00:37,16:04:02,16:04:02,NPZT8,115.39156,33.565745,L1120_NPZT8_15_58_07_0073,5/19/2020 16:03,0.63,-0.7,M,-30.8,NA,*71,M,4417,
16:03:30,16:03:30,0:00:37,16:04:07,16:04:07,NPZT8,115.3916167,33.56575333,L1120_NPZT8_15_58_07_0074,5/19/2020 16:03,0.63,-0.7,M,-30.8,NA,*73,M,4422,
16:03:35,16:03:35,0:00:37,16:04:12,16:04:12,NPZT8,115.3916683,33.56575,L1120_NPZT8_15_58_07_0075,5/19/2020 16:03,0.63,-0.8,M,-30.8,NA,*77,M,4427,
16:03:40,16:03:40,0:00:37,16:04:17,16:04:17,NPZT8,115.3917083,33.56574667,L1120_NPZT8_15_58_07_0076,5/19/2020 16:03,0.63,-1,M,-30.8,NA,*77,M,4432,
16:03:45,16:03:45,0:00:37,16:04:22,16:04:22,NPZT8,115.39176,33.56574833,L1120_NPZT8_15_58_07_0077,5/19/2020 16:03,0.63,-1.4,M,-30.8,NA,*71,M,4437,
16:03:50,16:03:50,0:00:37,16:04:27,16:04:27,NPZT8,115.3918133,33.56574,L1120_NPZT8_15_58_07_0078,5/19/2020 16:03,0.63,-1.3,M,-30.8,NA,*78,M,4442,
16:03:55,16:03:55,0:00:37,16:04:32,16:04:32,NPZT8,115.3918467,33.56573167,L1120_NPZT8_15_58_07_0079,5/19/2020 16:03,0.63,-1.5,M,-30.8,NA,*7A,M,4447,
16:03:59,16:04:00,0:00:37,16:04:37,16:04:37,NPZT8,115.3918867,33.56573,L1120_NPZT8_15_58_07_0080,5/19/2020 16:03,0.63,-2,M,-30.8,NA,*72,M,4452,
16:04:05,16:04:05,0:00:37,16:04:42,16:04:42,NPZT8,115.39193,33.56572833,L1120_NPZT8_15_58_07_0081,5/19/2020 16:04,0.63,-2.1,M,-30.8,NA,*77,M,4457,
16:04:10,16:04:10,0:00:37,16:04:47,16:04:47,NPZT8,115.391965,33.56572667,L1120_NPZT8_15_58_07_0082,5/19/2020 16:04,0.6,-2.1,M,-30.8,NA,*72,M,4462,
16:04:15,16:04:15,0:00:37,16:04:52,16:04:52,NPZT8,115.3919967,33.56572833,L1120_NPZT8_15_58_07_0083,5/19/2020 16:04,0.6,-1.9,M,-30.8,NA,*70,M,4467,
16:04:20,16:04:20,0:00:37,16:04:57,16:04:57,NPZT8,115.392025,33.56573833,L1120_NPZT8_15_58_07_0084,5/19/2020 16:04,0.6,-1.7,M,-30.8,NA,*7D,M,4472,
16:04:25,16:04:25,0:00:37,16:05:02,16:05:02,NPZT8,115.39206,33.56574333,L1120_NPZT8_15_58_07_0085,5/19/2020 16:04,0.6,-1.5,M,-30.8,NA,*7C,M,4477,
16:04:29,16:04:30,0:00:37,16:05:07,16:05:07,NPZT8,115.3920833,33.56574667,L1120_NPZT8_15_58_07_0086,5/19/2020 16:04,0.6,-1.3,M,-30.8,NA,*70,M,4482,
16:04:35,16:04:35,0:00:37,16:05:12,16:05:12,NPZT8,115.3921217,33.56574833,L1120_NPZT8_15_58_07_0087,5/19/2020 16:04,0.63,-1.2,M,-30.8,NA,*74,M,4487,
16:04:40,16:04:40,0:00:37,16:05:17,16:05:17,NPZT8,115.3921483,33.56575833,L1120_NPZT8_15_58_07_0088,5/19/2020 16:04,0.63,-1.2,M,-30.8,NA,*7A,M,4492,
16:04:45,16:04:45,0:00:37,16:05:22,16:05:22,NPZT8,115.3921767,33.56577167,L1120_NPZT8_15_58_07_0089,5/19/2020 16:04,0.63,-1.3,M,-30.8,NA,*7F,M,4497,
16:04:50,16:04:50,0:00:37,16:05:27,16:05:27,NPZT8,115.3922117,33.56579333,L1120_NPZT8_15_58_07_0090,5/19/2020 16:04,0.63,-1.9,M,-30.8,NA,*72,M,4502,
16:04:55,16:04:55,0:00:37,16:05:32,16:05:32,NPZT8,115.3922383,33.565815,L1120_NPZT8_15_58_07_0091,5/19/2020 16:04,0.6,-2.5,M,-30.8,NA,*7A,M,4507,
16:05:00,16:05:00,0:00:37,16:05:37,16:05:37,NPZT8,115.3922683,33.56584833,L1120_NPZT8_15_58_07_0092,5/19/2020 16:05,0.6,-2.8,M,-30.8,NA,*78,M,4512,
16:16:51,16:16:52,0:00:35,16:17:27,16:17:27,NPZT9,115.3977883,33.55569833,L1120_NPZT9_16_15_52_0021,5/19/2020 16:16,0.69,0,M,-30.8,NA,*56,M,5224,
16:16:56,16:16:57,0:00:35,16:17:32,16:17:32,NPZT9,115.397775,33.555655,L1120_NPZT9_16_15_52_0022,5/19/2020 16:16,0.69,-0.5,M,-30.8,NA,*77,M,5229,
16:17:01,16:17:02,0:00:35,16:17:37,16:17:37,NPZT9,115.3977633,33.55561167,L1120_NPZT9_16_15_52_0023,5/19/2020 16:17,0.69,-0.8,M,-30.8,NA,*75,M,5234,
16:17:07,16:17:07,0:00:35,16:17:42,16:17:42,NPZT9,115.3977567,33.55555833,L1120_NPZT9_16_15_52_0024,5/19/2020 16:17,0.69,-0.8,M,-30.8,NA,*75,M,5239,
16:17:12,16:17:12,0:00:35,16:17:47,16:17:47,NPZT9,115.3977467,33.55550333,L1120_NPZT9_16_15_52_0025,5/19/2020 16:17,0.69,-1.1,M,-30.8,NA,*7B,M,5244,
16:17:17,16:17:17,0:00:35,16:17:52,16:17:52,NPZT9,115.3977517,33.55546,L1120_NPZT9_16_15_52_0026,5/19/2020 16:17,0.69,-1.4,M,-30.8,NA,*7F,M,5249,
16:17:22,16:17:22,0:00:35,16:17:57,16:17:57,NPZT9,115.3977517,33.55542167,L1120_NPZT9_16_15_52_0027,5/19/2020 16:17,0.69,-1.9,M,-30.8,NA,*7F,M,5254,
16:17:27,16:17:27,0:00:35,16:18:02,16:18:02,NPZT9,115.3977617,33.555385,L1120_NPZT9_16_15_52_0028,5/19/2020 16:17,0.69,-1.9,M,-30.8,NA,*76,M,5259,
16:17:32,16:17:32,0:00:35,16:18:07,16:18:07,NPZT9,115.39778,33.55534833,L1120_NPZT9_16_15_52_0029,5/19/2020 16:17,0.69,-2,M,-30.8,NA,*73,M,5264,
16:17:37,16:17:37,0:00:35,16:18:12,16:18:12,NPZT9,115.3978017,33.555315,L1120_NPZT9_16_15_52_0030,5/19/2020 16:17,0.69,-2.3,M,-30.8,NA,*77,M,5269,
16:17:42,16:17:42,0:00:35,16:18:17,16:18:17,NPZT9,115.3978283,33.55528167,L1120_NPZT9_16_15_52_0031,5/19/2020 16:17,0.69,-2.6,M,-30.8,NA,*71,M,5274,
16:17:47,16:17:47,0:00:35,16:18:22,16:18:22,NPZT9,115.3978483,33.55525,L1120_NPZT9_16_15_52_0032,5/19/2020 16:17,0.69,-2.7,M,-30.8,NA,*77,M,5279,
16:17:52,16:17:52,0:00:35,16:18:27,16:18:27,NPZT9,115.3978667,33.555215,L1120_NPZT9_16_15_52_0033,5/19/2020 16:17,0.69,-3,M,-30.8,NA,*78,M,5284,
16:17:57,16:17:57,0:00:35,16:18:32,16:18:32,NPZT9,115.397895,33.55518667,L1120_NPZT9_16_15_52_0034,5/19/2020 16:17,0.69,-3.2,M,-30.8,NA,*7F,M,5289,
16:18:01,16:18:02,0:00:35,16:18:37,16:18:37,NPZT9,115.3979233,33.55515833,L1120_NPZT9_16_15_52_0035,5/19/2020 16:18,0.69,-3,M,-30.8,NA,*7C,M,5294,
16:18:07,16:18:07,0:00:35,16:18:42,16:18:42,NPZT9,115.3979483,33.55512833,L1120_NPZT9_16_15_52_0036,5/19/2020 16:18,0.69,-2.7,M,-30.8,NA,*73,M,5299,
16:18:12,16:18:12,0:00:35,16:18:47,16:18:47,NPZT9,115.397975,33.55509833,L1120_NPZT9_16_15_52_0037,5/19/2020 16:18,0.69,-2.6,M,-30.8,NA,*7D,M,5304,
16:18:17,16:18:17,0:00:35,16:18:52,16:18:52,NPZT9,115.39799,33.55507,L1120_NPZT9_16_15_52_0038,5/19/2020 16:18,0.69,-2.6,M,-30.8,NA,*7C,M,5309,
16:18:22,16:18:22,0:00:35,16:18:57,16:18:57,NPZT9,115.3980083,33.55504167,L1120_NPZT9_16_15_52_0039,5/19/2020 16:18,0.69,-2.6,M,-30.8,NA,*70,M,5314,
16:18:26,16:18:27,0:00:35,16:19:02,16:19:02,NPZT9,115.3980317,33.55501,L1120_NPZT9_16_15_52_0040,5/19/2020 16:18,0.69,-2.5,M,-30.8,NA,*74,M,5319,
16:18:31,16:18:32,0:00:35,16:19:07,16:19:07,NPZT9,115.3980483,33.554975,L1120_NPZT9_16_15_52_0041,5/19/2020 16:18,0.69,-2.6,M,-30.8,NA,*7F,M,5324,
16:18:37,16:18:37,0:00:35,16:19:12,16:19:12,NPZT9,115.3980683,33.55494167,L1120_NPZT9_16_15_52_0042,5/19/2020 16:18,0.69,-2.9,M,-30.8,NA,*7B,M,5329,
16:18:41,16:18:42,0:00:35,16:19:17,16:19:17,NPZT9,115.3980767,33.55491,L1120_NPZT9_16_15_52_0043,5/19/2020 16:18,0.69,-3,M,-30.8,NA,*7F,M,5334,
16:18:47,16:18:47,0:00:35,16:19:22,16:19:22,NPZT9,115.398085,33.554885,L1120_NPZT9_16_15_52_0044,5/19/2020 16:18,0.69,-3,M,-30.8,NA,*72,M,5339,
16:18:52,16:18:52,0:00:35,16:19:27,16:19:27,NPZT9,115.3980867,33.55485167,L1120_NPZT9_16_15_52_0045,5/19/2020 16:18,0.69,-2.9,M,-30.8,NA,*77,M,5344,
16:18:57,16:18:57,0:00:35,16:19:32,16:19:32,NPZT9,115.3980883,33.55481833,L1120_NPZT9_16_15_52_0046,5/19/2020 16:18,0.69,-3.1,M,-30.8,NA,*7D,M,5349,
16:19:02,16:19:02,0:00:35,16:19:37,16:19:37,NPZT9,115.3981,33.55478667,L1120_NPZT9_16_15_52_0047,5/19/2020 16:19,0.69,-3,M,-30.8,NA,*7B,M,5354,
16:19:07,16:19:07,0:00:35,16:19:42,16:19:42,NPZT9,115.3980983,33.55475167,L1120_NPZT9_16_15_52_0048,5/19/2020 16:19,0.69,-3.3,M,-30.8,NA,*78,M,5359,
16:19:11,16:19:12,0:00:35,16:19:47,16:19:47,NPZT9,115.3980983,33.55471667,L1120_NPZT9_16_15_52_0049,5/19/2020 16:19,0.69,-3.5,M,-30.8,NA,*76,M,5364,
