"","locations.impact","locations.control","sublocations.within.locations","times.before","times.after","subtimes.within.times","replicates","trials","effect","sig.outcomes"
"1",1,2,3,2,1,1,10,1,-0.2,0.194
"2",1,2,3,2,2,1,10,1,-0.2,0.214
"3",1,2,3,2,3,1,10,1,-0.2,0.19
"4",1,2,3,2,1,1,20,1,-0.2,0.152
"5",1,2,3,2,2,1,20,1,-0.2,0.174
"6",1,2,3,2,3,1,20,1,-0.2,0.192
"7",1,2,3,2,1,1,30,1,-0.2,0.152
"8",1,2,3,2,2,1,30,1,-0.2,0.184
"9",1,2,3,2,3,1,30,1,-0.2,0.18
"10",1,2,3,2,1,1,40,1,-0.2,0.164
"11",1,2,3,2,2,1,40,1,-0.2,0.214
"12",1,2,3,2,3,1,40,1,-0.2,0.232
"13",1,2,3,2,1,1,50,1,-0.2,0.19
"14",1,2,3,2,2,1,50,1,-0.2,0.242
"15",1,2,3,2,3,1,50,1,-0.2,0.284
"16",1,2,3,2,1,1,10,1,-0.4,0.322
"17",1,2,3,2,2,1,10,1,-0.4,0.31
"18",1,2,3,2,3,1,10,1,-0.4,0.372
"19",1,2,3,2,1,1,20,1,-0.4,0.342
"20",1,2,3,2,2,1,20,1,-0.4,0.406
"21",1,2,3,2,3,1,20,1,-0.4,0.46
"22",1,2,3,2,1,1,30,1,-0.4,0.386
"23",1,2,3,2,2,1,30,1,-0.4,0.504
"24",1,2,3,2,3,1,30,1,-0.4,0.576
"25",1,2,3,2,1,1,40,1,-0.4,0.496
"26",1,2,3,2,2,1,40,1,-0.4,0.594
"27",1,2,3,2,3,1,40,1,-0.4,0.65
"28",1,2,3,2,1,1,50,1,-0.4,0.556
"29",1,2,3,2,2,1,50,1,-0.4,0.654
"30",1,2,3,2,3,1,50,1,-0.4,0.732
"31",1,2,3,2,1,1,10,1,-0.6,0.44
"32",1,2,3,2,2,1,10,1,-0.6,0.51
"33",1,2,3,2,3,1,10,1,-0.6,0.54
"34",1,2,3,2,1,1,20,1,-0.6,0.594
"35",1,2,3,2,2,1,20,1,-0.6,0.706
"36",1,2,3,2,3,1,20,1,-0.6,0.76
"37",1,2,3,2,1,1,30,1,-0.6,0.71
"38",1,2,3,2,2,1,30,1,-0.6,0.85
"39",1,2,3,2,3,1,30,1,-0.6,0.884
"40",1,2,3,2,1,1,40,1,-0.6,0.766
"41",1,2,3,2,2,1,40,1,-0.6,0.884
"42",1,2,3,2,3,1,40,1,-0.6,0.936
"43",1,2,3,2,1,1,50,1,-0.6,0.85
"44",1,2,3,2,2,1,50,1,-0.6,0.94
"45",1,2,3,2,3,1,50,1,-0.6,0.966
"46",1,2,3,2,1,1,10,1,-0.8,0.55
"47",1,2,3,2,2,1,10,1,-0.8,0.664
"48",1,2,3,2,3,1,10,1,-0.8,0.742
"49",1,2,3,2,1,1,20,1,-0.8,0.782
"50",1,2,3,2,2,1,20,1,-0.8,0.872
"51",1,2,3,2,3,1,20,1,-0.8,0.918
"52",1,2,3,2,1,1,30,1,-0.8,0.872
"53",1,2,3,2,2,1,30,1,-0.8,0.966
"54",1,2,3,2,3,1,30,1,-0.8,0.976
"55",1,2,3,2,1,1,40,1,-0.8,0.94
"56",1,2,3,2,2,1,40,1,-0.8,0.974
"57",1,2,3,2,3,1,40,1,-0.8,0.994
"58",1,2,3,2,1,1,50,1,-0.8,0.938
"59",1,2,3,2,2,1,50,1,-0.8,0.982
"60",1,2,3,2,3,1,50,1,-0.8,0.998
