"","locations.impact","locations.control","sublocations.within.locations","times.before","times.after","subtimes.within.times","replicates","trials","effect","sig.outcomes"
"1",1,2,3,2,1,1,10,1,-0.2,0.254
"2",1,2,3,2,2,1,10,1,-0.2,0.334
"3",1,2,3,2,3,1,10,1,-0.2,0.286
"4",1,2,3,2,1,1,20,1,-0.2,0.31
"5",1,2,3,2,2,1,20,1,-0.2,0.308
"6",1,2,3,2,3,1,20,1,-0.2,0.346
"7",1,2,3,2,1,1,30,1,-0.2,0.276
"8",1,2,3,2,2,1,30,1,-0.2,0.4
"9",1,2,3,2,3,1,30,1,-0.2,0.438
"10",1,2,3,2,1,1,40,1,-0.2,0.398
"11",1,2,3,2,2,1,40,1,-0.2,0.456
"12",1,2,3,2,3,1,40,1,-0.2,0.496
"13",1,2,3,2,1,1,50,1,-0.2,0.418
"14",1,2,3,2,2,1,50,1,-0.2,0.484
"15",1,2,3,2,3,1,50,1,-0.2,0.614
"16",1,2,3,2,1,1,10,1,-0.4,0.492
"17",1,2,3,2,2,1,10,1,-0.4,0.604
"18",1,2,3,2,3,1,10,1,-0.4,0.648
"19",1,2,3,2,1,1,20,1,-0.4,0.666
"20",1,2,3,2,2,1,20,1,-0.4,0.79
"21",1,2,3,2,3,1,20,1,-0.4,0.828
"22",1,2,3,2,1,1,30,1,-0.4,0.828
"23",1,2,3,2,2,1,30,1,-0.4,0.892
"24",1,2,3,2,3,1,30,1,-0.4,0.952
"25",1,2,3,2,1,1,40,1,-0.4,0.848
"26",1,2,3,2,2,1,40,1,-0.4,0.952
"27",1,2,3,2,3,1,40,1,-0.4,0.964
"28",1,2,3,2,1,1,50,1,-0.4,0.926
"29",1,2,3,2,2,1,50,1,-0.4,0.98
"30",1,2,3,2,3,1,50,1,-0.4,0.99
"31",1,2,3,2,1,1,10,1,-0.6,0.762
"32",1,2,3,2,2,1,10,1,-0.6,0.85
"33",1,2,3,2,3,1,10,1,-0.6,0.88
"34",1,2,3,2,1,1,20,1,-0.6,0.904
"35",1,2,3,2,2,1,20,1,-0.6,0.97
"36",1,2,3,2,3,1,20,1,-0.6,0.992
"37",1,2,3,2,1,1,30,1,-0.6,0.986
"38",1,2,3,2,2,1,30,1,-0.6,0.996
"39",1,2,3,2,3,1,30,1,-0.6,1
"40",1,2,3,2,1,1,40,1,-0.6,0.996
"41",1,2,3,2,2,1,40,1,-0.6,1
"42",1,2,3,2,3,1,40,1,-0.6,1
"43",1,2,3,2,1,1,50,1,-0.6,0.996
"44",1,2,3,2,2,1,50,1,-0.6,0.998
"45",1,2,3,2,3,1,50,1,-0.6,1
"46",1,2,3,2,1,1,10,1,-0.8,0.914
"47",1,2,3,2,2,1,10,1,-0.8,0.978
"48",1,2,3,2,3,1,10,1,-0.8,0.99
"49",1,2,3,2,1,1,20,1,-0.8,0.994
"50",1,2,3,2,2,1,20,1,-0.8,1
"51",1,2,3,2,3,1,20,1,-0.8,1
"52",1,2,3,2,1,1,30,1,-0.8,0.998
"53",1,2,3,2,2,1,30,1,-0.8,1
"54",1,2,3,2,3,1,30,1,-0.8,1
"55",1,2,3,2,1,1,40,1,-0.8,1
"56",1,2,3,2,2,1,40,1,-0.8,1
"57",1,2,3,2,3,1,40,1,-0.8,1
"58",1,2,3,2,1,1,50,1,-0.8,1
"59",1,2,3,2,2,1,50,1,-0.8,1
"60",1,2,3,2,3,1,50,1,-0.8,1
