"","locations.impact","locations.control","sublocations.within.locations","times.before","times.after","subtimes.within.times","replicates","trials","effect","sig.outcomes"
"1",1,2,1,2,1,1,50,1,-0.2,0.4
"2",1,2,2,2,1,1,50,1,-0.2,0.6
"3",1,2,3,2,1,1,50,1,-0.2,0.6
"4",1,2,1,2,2,1,50,1,-0.2,0.8
"5",1,2,2,2,2,1,50,1,-0.2,0.8
"6",1,2,3,2,2,1,50,1,-0.2,1
"7",1,2,1,2,3,1,50,1,-0.2,0.8
"8",1,2,2,2,3,1,50,1,-0.2,0.8
"9",1,2,3,2,3,1,50,1,-0.2,0.8
"10",1,2,1,2,1,1,50,1,-0.4,0.8
"11",1,2,2,2,1,1,50,1,-0.4,0.8
"12",1,2,3,2,1,1,50,1,-0.4,0.8
"13",1,2,1,2,2,1,50,1,-0.4,0.8
"14",1,2,2,2,2,1,50,1,-0.4,1
"15",1,2,3,2,2,1,50,1,-0.4,1
"16",1,2,1,2,3,1,50,1,-0.4,1
"17",1,2,2,2,3,1,50,1,-0.4,1
"18",1,2,3,2,3,1,50,1,-0.4,0.6
"19",1,2,1,2,1,1,50,1,-0.6,1
"20",1,2,2,2,1,1,50,1,-0.6,1
"21",1,2,3,2,1,1,50,1,-0.6,0.8
"22",1,2,1,2,2,1,50,1,-0.6,1
"23",1,2,2,2,2,1,50,1,-0.6,0.8
"24",1,2,3,2,2,1,50,1,-0.6,0.6
"25",1,2,1,2,3,1,50,1,-0.6,1
"26",1,2,2,2,3,1,50,1,-0.6,1
"27",1,2,3,2,3,1,50,1,-0.6,0.8
"28",1,2,1,2,1,1,50,1,-0.8,1
"29",1,2,2,2,1,1,50,1,-0.8,1
"30",1,2,3,2,1,1,50,1,-0.8,0.8
"31",1,2,1,2,2,1,50,1,-0.8,1
"32",1,2,2,2,2,1,50,1,-0.8,0.8
"33",1,2,3,2,2,1,50,1,-0.8,0.4
"34",1,2,1,2,3,1,50,1,-0.8,1
"35",1,2,2,2,3,1,50,1,-0.8,0.8
"36",1,2,3,2,3,1,50,1,-0.8,0.8
