"","locations.impact","locations.control","sublocations.within.locations","times.before","times.after","subtimes.within.times","replicates","trials","effect","sig.outcomes"
"1",1,2,1,2,1,1,50,1,-0.2,0.4
"2",1,2,2,2,1,1,50,1,-0.2,0.4
"3",1,2,3,2,1,1,50,1,-0.2,0.2
"4",1,2,1,2,2,1,50,1,-0.2,0.2
"5",1,2,2,2,2,1,50,1,-0.2,0
"6",1,2,3,2,2,1,50,1,-0.2,0
"7",1,2,1,2,3,1,50,1,-0.2,0
"8",1,2,2,2,3,1,50,1,-0.2,0.2
"9",1,2,3,2,3,1,50,1,-0.2,0
"10",1,2,1,2,1,1,50,1,-0.4,0.4
"11",1,2,2,2,1,1,50,1,-0.4,0
"12",1,2,3,2,1,1,50,1,-0.4,0.4
"13",1,2,1,2,2,1,50,1,-0.4,0.2
"14",1,2,2,2,2,1,50,1,-0.4,0.2
"15",1,2,3,2,2,1,50,1,-0.4,0.4
"16",1,2,1,2,3,1,50,1,-0.4,0
"17",1,2,2,2,3,1,50,1,-0.4,0
"18",1,2,3,2,3,1,50,1,-0.4,0.8
"19",1,2,1,2,1,1,50,1,-0.6,0.2
"20",1,2,2,2,1,1,50,1,-0.6,0.8
"21",1,2,3,2,1,1,50,1,-0.6,1
"22",1,2,1,2,2,1,50,1,-0.6,0.6
"23",1,2,2,2,2,1,50,1,-0.6,0.6
"24",1,2,3,2,2,1,50,1,-0.6,0.8
"25",1,2,1,2,3,1,50,1,-0.6,0.8
"26",1,2,2,2,3,1,50,1,-0.6,0.8
"27",1,2,3,2,3,1,50,1,-0.6,0.8
"28",1,2,1,2,1,1,50,1,-0.8,0.8
"29",1,2,2,2,1,1,50,1,-0.8,1
"30",1,2,3,2,1,1,50,1,-0.8,0.8
"31",1,2,1,2,2,1,50,1,-0.8,0.6
"32",1,2,2,2,2,1,50,1,-0.8,0.6
"33",1,2,3,2,2,1,50,1,-0.8,0.8
"34",1,2,1,2,3,1,50,1,-0.8,0.6
"35",1,2,2,2,3,1,50,1,-0.8,0.8
"36",1,2,3,2,3,1,50,1,-0.8,1
