"","locations.impact","locations.control","sublocations.within.locations","times.before","times.after","subtimes.within.times","replicates","trials","effect","sig.outcomes"
"1",1,2,1,3,1,1,20,1,-0.2,0.29
"2",1,2,2,3,1,1,20,1,-0.2,0.36
"3",1,2,3,3,1,1,20,1,-0.2,0.55
"4",1,2,1,3,1,1,20,1,-0.4,0.71
"5",1,2,2,3,1,1,20,1,-0.4,0.82
"6",1,2,3,3,1,1,20,1,-0.4,0.94
"7",1,2,1,3,1,1,20,1,-0.6,0.87
"8",1,2,2,3,1,1,20,1,-0.6,0.99
"9",1,2,3,3,1,1,20,1,-0.6,1
"10",1,2,1,3,1,1,20,1,-0.8,0.98
"11",1,2,2,3,1,1,20,1,-0.8,1
"12",1,2,3,3,1,1,20,1,-0.8,1
