"","image","Ascidians","Ascidians.Unstalked.Solitary","Bryozoa","Cnidaria.Corals","Cnidaria.Corals.Ston.Corals.Tabulate","Echinoderms.Feathe.Stars.Stalke.Crinoids","Macroalgae","Macroalgae.Articulate.Calcareous.Red","Macroalgae.Drif.Algae","Macroalgae.Encrusting.Brown","Macroalgae.Encrusting.Red","Macroalgae.Encrusting.Red.Calcareous","Macroalgae.Erec.Coars.Branching","Macroalgae.Erec.Coars.Branching.Brown","Macroalgae.Erec.Coars.Branching.Brown.Drift","Macroalgae.Erec.Coars.Branching.Brown.Sargassu.Spp","Macroalgae.Erec.Coars.Branching.Red","Macroalgae.Erec.Fin.Branching","Macroalgae.Erec.Fin.Branching.Brown","Macroalgae.Erec.Fin.Branching.Brown.Brow.Understor.Algae","Macroalgae.Erec.Fin.Branching.Red","Macroalgae.Erec.Fin.Branching.Red.Foliose","Macroalgae.Filamentou..Filiform.Green","Macroalgae.Filamentou..Filiform.Turfin.Algae","Macroalgae.Globos..Saccate.Brown","Macroalgae.Globos..Saccate.Green","Macroalgae.Laminate.Brown","Macroalgae.Laminate.Green","Macroalgae.Laminate.Red","Molluscs.Bivalves.Scallop","Seagrasses.Elliptica.Leaves.Halophil.sp.","Seagrasses.Elliptica.Leaves.Halophil.sp..epiphytes.algae","Seagrasses.Strap-Lik.Leaves","Seagrasses.Strap-Lik.Leaves.Amphiboli.sp.","Seagrasses.Strap-Lik.Leaves.Amphiboli.sp..epiphytes.algae","Seagrasses.Strap-Lik.Leaves.Amphiboli.sp..epiphytes.other","Seagrasses.Strap-Lik.Leaves.epiphytes.algae","Seagrasses.Strap-Lik.Leaves.Posidoni.sp.","Seagrasses.Strap-Lik.Leaves.Posidoni.sp..epiphytes.algae","Seagrasses.Strap-Lik.Leaves.Posidoni.sp..epiphytes.other","Seagrasses.Strap-Lik.Leaves.Rupi.sp..epiphytes.algae","Sponges","Sponges.Crusts","Sponges.Crusts.Encrusting","Sponges.Crusts.Encrusting.Encrustin.Orange","Sponges.Cup-Likes.Cups.Cu..Goblet","Sponges.Cup-Likes.Tube.An.Chimneys.Tube.Orang.Irrigular","Sponges.Massiv.Forms","Substrate.Consolidate..Boulders","Substrate.Consolidate..Rock","Substrate.Unconsolidate..Pebbl..Gravel","Substrate.Unconsolidate..Pebbl..Gravel.Biologenic","Substrate.Unconsolidate..Pebbl..Gravel.Biologenic.Coquin..Shellhash","Substrate.Unconsolidate..San..Mu.","Substrate.Unconsolidate..San..Mu..Coars.San.","Substrate.Unconsolidate..San..Mu..Fin.San.","Substrate.Unconsolidate..San..Mu..Mu..Sil.","total.sum","Latitude","Longitude","Zone","Transect","Transect.id"
"2396","L1120_MUZT8_16_27_28_0177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.56727,115.3203333,"MUZ",8,"MUZ.8"
"2397","L1120_MUZT8_16_27_28_0178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,100,33.56728333,115.3203233,"MUZ",8,"MUZ.8"
"2398","L1120_MUZT8_16_27_28_0179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.56729667,115.3202917,"MUZ",8,"MUZ.8"
"2399","L1120_MUZT8_16_27_28_0180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.56730667,115.3202633,"MUZ",8,"MUZ.8"
"2400","L1120_MUZT8_16_27_28_0181",0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0,100,33.56731833,115.32023,"MUZ",8,"MUZ.8"
"2401","L1120_MUZT8_16_27_28_0182",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,100,33.56732333,115.3201983,"MUZ",8,"MUZ.8"
"2402","L1120_MUZT8_16_27_28_0183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,100,33.56732833,115.3201667,"MUZ",8,"MUZ.8"
"2403","L1120_MUZT8_16_27_28_0184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,100,33.56733,115.3201483,"MUZ",8,"MUZ.8"
"2404","L1120_MUZT8_16_27_28_0185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,20,0,100,33.56733,115.3201183,"MUZ",8,"MUZ.8"
"2405","L1120_MUZT8_16_27_28_0186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,100,33.56732667,115.320085,"MUZ",8,"MUZ.8"
"2406","L1120_MUZT8_16_27_28_0187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.567325,115.3200567,"MUZ",8,"MUZ.8"
"2407","L1120_MUZT8_16_27_28_0188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,24,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,100,33.56731833,115.3200333,"MUZ",8,"MUZ.8"
"2408","L1120_MUZT8_16_27_28_0189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,100,33.567305,115.3200117,"MUZ",8,"MUZ.8"
"2409","L1120_MUZT8_16_27_28_0190",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,8,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,40,0,100,33.56730333,115.31999,"MUZ",8,"MUZ.8"
"2410","L1120_MUZT8_16_27_28_0191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.56729833,115.3199667,"MUZ",8,"MUZ.8"
"2411","L1120_MUZT9_08_11_02_0071",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,100,33.59910667,115.2791117,"MUZ",9,"MUZ.9"
"2412","L1120_MUZT9_08_11_02_0072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.59908833,115.2791133,"MUZ",9,"MUZ.9"
"2413","L1120_MUZT9_08_11_02_0073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,100,33.59906833,115.279125,"MUZ",9,"MUZ.9"
"2414","L1120_MUZT9_08_11_02_0074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.59906,115.2791183,"MUZ",9,"MUZ.9"
"2415","L1120_MUZT9_08_11_02_0075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.59902333,115.2791167,"MUZ",9,"MUZ.9"
"2416","L1120_MUZT9_08_11_02_0076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.599,115.2791167,"MUZ",9,"MUZ.9"
"2417","L1120_MUZT9_08_11_02_0077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.59897333,115.27911,"MUZ",9,"MUZ.9"
"2418","L1120_MUZT9_08_11_02_0078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.59894333,115.2791033,"MUZ",9,"MUZ.9"
"2419","L1120_MUZT9_08_11_02_0079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.598905,115.2791,"MUZ",9,"MUZ.9"
"2420","L1120_MUZT9_08_11_02_0080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.598885,115.279085,"MUZ",9,"MUZ.9"
"2421","L1120_MUZT9_08_11_02_0081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.59886167,115.2790783,"MUZ",9,"MUZ.9"
"2422","L1120_MUZT9_08_11_02_0082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,100,33.59883833,115.27907,"MUZ",9,"MUZ.9"
"2423","L1120_MUZT9_08_11_02_0083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.59882833,115.2790617,"MUZ",9,"MUZ.9"
"2424","L1120_MUZT9_08_11_02_0084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,100,33.59880333,115.2790533,"MUZ",9,"MUZ.9"
"2425","L1120_MUZT9_08_11_02_0085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,100,33.59877167,115.2790483,"MUZ",9,"MUZ.9"
"2426","L1120_MUZT9_08_11_02_0086",0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,100,33.59874833,115.2790517,"MUZ",9,"MUZ.9"
"2427","L1120_MUZT9_08_11_02_0087",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,28,8,0,100,33.59872167,115.2790617,"MUZ",9,"MUZ.9"
"2428","L1120_MUZT9_08_11_02_0088",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,100,33.598695,115.279065,"MUZ",9,"MUZ.9"
"2429","L1120_MUZT9_08_11_02_0089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,100,33.59868,115.2790667,"MUZ",9,"MUZ.9"
"2430","L1120_MUZT9_08_11_02_0090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,100,33.59865667,115.2790633,"MUZ",9,"MUZ.9"
"2431","L1120_MUZT9_08_11_02_0091",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,60,0,0,100,33.59862667,115.2790683,"MUZ",9,"MUZ.9"
"2432","L1120_MUZT9_08_11_02_0092",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,40,0,0,100,33.598595,115.2790667,"MUZ",9,"MUZ.9"
"2433","L1120_MUZT9_08_11_02_0093",0,0,0,0,0,0,0,0,40,12,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,100,33.59857,115.27906,"MUZ",9,"MUZ.9"
"2434","L1120_MUZT9_08_11_02_0094",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,4,0,0,100,33.59855167,115.2790517,"MUZ",9,"MUZ.9"
"2435","L1120_MUZT9_08_11_02_0095",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,0,100,33.59853333,115.2790433,"MUZ",9,"MUZ.9"
"2436","L1120_MUZT9_08_11_02_0096",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,20,4,0,100,33.59851833,115.2790367,"MUZ",9,"MUZ.9"
"2437","L1120_MUZT9_08_11_02_0097",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,28,0,0,100,33.59850667,115.279045,"MUZ",9,"MUZ.9"
"2438","L1120_MUZT9_08_11_02_0098",0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,4,0,100,33.59848333,115.2790483,"MUZ",9,"MUZ.9"
"2439","L1120_MUZT9_08_11_02_0099",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,44,16,0,100,33.59845667,115.279055,"MUZ",9,"MUZ.9"
"2440","L1120_MUZT9_08_11_02_0100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,68,0,0,0,0,0,0,100,33.59843833,115.2790483,"MUZ",9,"MUZ.9"
"2441","L1120_MUZT9_08_11_02_0101",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,12,4,0,100,33.598415,115.279035,"MUZ",9,"MUZ.9"
"2442","L1120_MUZT9_08_11_02_0102",0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,4,0,0,100,33.59839333,115.2790217,"MUZ",9,"MUZ.9"
"2443","L1120_MUZT9_08_11_02_0103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,100,33.59837,115.2790133,"MUZ",9,"MUZ.9"
"2444","L1120_MUZT9_08_11_02_0104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.59834833,115.279015,"MUZ",9,"MUZ.9"
"2445","L1120_MUZT9_08_11_02_0105",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,100,33.59832667,115.279015,"MUZ",9,"MUZ.9"
"2446","L1120_MUZT9_08_11_02_0106",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,12,4,0,100,33.59830667,115.2790167,"MUZ",9,"MUZ.9"
"2447","L1120_MUZT9_08_11_02_0107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,0,4,0,0,100,33.59829167,115.27901,"MUZ",9,"MUZ.9"
"2448","L1120_MUZT9_08_11_02_0108",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,12,0,100,33.59826833,115.2789967,"MUZ",9,"MUZ.9"
"2449","L1120_MUZT9_08_11_02_0109",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,12,8,0,100,33.59824167,115.2789917,"MUZ",9,"MUZ.9"
"2450","L1120_MUZT9_08_11_02_0110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,100,33.59821333,115.27899,"MUZ",9,"MUZ.9"
"2451","L1120_MUZT9_08_11_02_0111",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,4,0,100,33.59818833,115.2789833,"MUZ",9,"MUZ.9"
"2452","L1120_MUZT9_08_11_02_0112",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,48,4,0,100,33.59816833,115.27897,"MUZ",9,"MUZ.9"
"2453","L1120_MUZT9_08_11_02_0113",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,20,16,0,100,33.59815,115.2789617,"MUZ",9,"MUZ.9"
"2454","L1120_MUZT9_08_11_02_0114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,16,0,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,100,33.59812833,115.27895,"MUZ",9,"MUZ.9"
"2455","L1120_MUZT9_08_11_02_0115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,52,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,100,33.59812,115.2789483,"MUZ",9,"MUZ.9"
"2456","L1120_MUZT9_08_11_02_0116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.59810167,115.2789483,"MUZ",9,"MUZ.9"
"2457","L1120_MUZT9_08_11_02_0117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,100,33.59808833,115.278945,"MUZ",9,"MUZ.9"
"2458","L1120_MUZT9_08_11_02_0118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,100,33.59807167,115.2789417,"MUZ",9,"MUZ.9"
"2459","L1120_MUZT9_08_11_02_0119",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,12,0,100,33.59805333,115.278935,"MUZ",9,"MUZ.9"
"2460","L1120_MUZT9_08_11_02_0120",0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,12,0,100,33.59803,115.2789317,"MUZ",9,"MUZ.9"
"2461","L1120_MUZT9_08_11_02_0121",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,100,33.597995,115.2789383,"MUZ",9,"MUZ.9"
"2462","L1120_MUZT9_08_11_02_0122",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,56,0,0,100,33.59796833,115.2789367,"MUZ",9,"MUZ.9"
"2463","L1120_MUZT9_08_11_02_0123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,100,33.59794833,115.2789417,"MUZ",9,"MUZ.9"
"2464","L1120_MUZT9_08_11_02_0124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,8,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,100,33.59793,115.2789383,"MUZ",9,"MUZ.9"
"2465","L1120_MUZT9_08_11_02_0125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,100,33.59791333,115.27893,"MUZ",9,"MUZ.9"
"2466","L1120_MUZT9_08_11_02_0126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,100,33.59789167,115.2789233,"MUZ",9,"MUZ.9"
"2467","L1120_MUZT9_08_11_02_0127",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,0,100,33.59786667,115.27892,"MUZ",9,"MUZ.9"
"2468","L1120_MUZT9_08_11_02_0128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,8,0,100,33.59782667,115.27891,"MUZ",9,"MUZ.9"
"2469","L1120_MUZT9_08_11_02_0129",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,28,0,0,100,33.59779833,115.2789067,"MUZ",9,"MUZ.9"
"2470","L1120_MUZT9_08_11_02_0130",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36,0,0,100,33.59776667,115.2789033,"MUZ",9,"MUZ.9"
